timestamp,total_vus_all_runners,request_count,avg_duration_ms,p90_duration_ms,p95_duration_ms,req_failed_rate,cache_hit_rate,db_response_avg_ms,db_response_p95_ms
2026-07-14T13:15:37,3,8,12.91,16.65,17.81,0.0000,1.0000,,
2026-07-14T13:15:38,7,17,14.45,20.40,25.80,0.0000,1.0000,,
2026-07-14T13:15:39,11,23,13.48,18.58,20.84,0.0000,1.0000,,
2026-07-14T13:15:40,16,32,30.37,37.42,141.58,0.0000,1.0000,,
2026-07-14T13:15:41,23,50,14.85,23.01,28.52,0.0000,1.0000,,
2026-07-14T13:15:42,28,55,26.72,27.25,72.40,0.0000,1.0000,,
2026-07-14T13:15:43,34,68,25.98,25.23,149.20,0.0000,1.0000,,
2026-07-14T13:15:44,42,82,16.65,22.86,27.46,0.0000,1.0000,,
2026-07-14T13:15:45,47,97,51.95,27.95,237.21,0.0000,1.0000,918.59,1195.39
2026-07-14T13:15:46,50,78,44.78,26.10,202.33,0.0000,1.0000,610.41,757.56
2026-07-14T13:15:47,58,116,46.06,27.18,192.42,0.0000,1.0000,649.26,730.14
2026-07-14T13:15:48,63,113,43.82,151.27,252.67,0.0000,1.0000,419.28,701.78
2026-07-14T13:15:49,68,133,39.65,26.87,222.72,0.0000,1.0000,483.68,751.68
2026-07-14T13:15:50,75,144,33.02,25.66,38.86,0.0000,1.0000,483.95,657.77
2026-07-14T13:15:51,82,160,25.64,24.19,33.36,0.0000,1.0000,370.73,519.86
2026-07-14T13:15:52,87,161,31.57,23.77,237.81,0.0000,1.0000,352.77,643.01
2026-07-14T13:15:53,94,174,28.52,25.18,219.98,0.0000,1.0000,393.10,523.65
2026-07-14T13:15:54,102,194,32.23,25.35,218.06,0.0000,1.0000,429.85,716.29
2026-07-14T13:15:55,107,205,40.19,27.93,255.11,0.0000,1.0000,388.79,694.07
2026-07-14T13:15:56,110,211,26.96,26.39,106.88,0.0000,1.0000,315.37,498.58
2026-07-14T13:15:57,118,224,39.89,25.92,248.35,0.0045,1.0000,442.45,721.18
2026-07-14T13:15:58,123,233,30.73,24.78,200.96,0.0000,1.0000,400.05,646.10
2026-07-14T13:15:59,128,224,35.52,28.40,223.75,0.0000,1.0000,308.29,592.55
2026-07-14T13:16:00,135,261,25.00,24.49,176.25,0.0000,1.0000,264.56,285.84
2026-07-14T13:16:01,142,263,36.54,25.10,210.38,0.0000,1.0000,452.33,744.09
2026-07-14T13:16:02,147,281,33.45,25.57,231.22,0.0000,1.0000,349.27,649.20
2026-07-14T13:16:03,154,300,32.74,26.72,236.62,0.0000,1.0000,329.83,622.76
2026-07-14T13:16:04,162,314,32.00,26.14,226.32,0.0000,1.0000,355.84,713.68
2026-07-14T13:16:05,167,289,30.69,27.30,220.45,0.0000,1.0000,289.15,444.63
2026-07-14T13:16:06,170,325,43.21,28.31,253.09,0.0000,1.0000,403.73,737.57
2026-07-14T13:16:07,208,408,26.54,24.05,30.53,0.0000,1.0000,341.20,592.38
2026-07-14T13:16:08,289,547,28.12,23.57,216.30,0.0000,1.0000,326.02,650.61
2026-07-14T13:16:09,420,804,21.68,22.94,27.70,0.0000,1.0000,317.76,563.18
2026-07-14T13:16:10,579,1110,22.07,22.52,27.02,0.0000,1.0000,354.43,749.86
2026-07-14T13:16:11,772,1512,23.33,24.58,31.20,0.0000,1.0000,302.08,618.89
2026-07-14T13:16:12,979,1887,22.19,23.53,29.67,0.0000,1.0000,315.59,651.19
2026-07-14T13:16:13,1200,2346,20.50,23.12,27.67,0.0000,1.0000,335.69,702.95
2026-07-14T13:16:14,1434,2783,20.99,23.17,28.76,0.0000,1.0000,326.70,730.75
2026-07-14T13:16:15,1668,3300,20.24,22.83,27.81,0.0000,1.0000,307.52,701.35
2026-07-14T13:16:16,1900,3715,22.60,23.63,27.66,0.0000,1.0000,376.22,803.00
2026-07-14T13:16:17,2148,4178,22.25,23.21,27.90,0.0000,1.0000,358.08,498.46
2026-07-14T13:16:18,2395,4647,23.10,23.44,27.63,0.0000,1.0000,370.53,699.32
2026-07-14T13:16:19,2640,5076,23.19,23.01,27.39,0.0000,1.0000,393.06,480.84
2026-07-14T13:16:20,2888,5530,25.83,23.11,27.83,0.0000,1.0000,438.95,547.84
2026-07-14T13:16:21,3135,5900,28.64,23.08,28.35,0.0000,1.0000,510.54,670.77
2026-07-14T13:16:22,3380,6328,28.28,22.64,26.79,0.0000,1.0000,653.48,841.74
2026-07-14T13:16:23,3628,6821,34.29,23.23,27.58,0.0000,1.0000,753.02,968.62
2026-07-14T13:16:24,3874,7067,36.64,22.64,26.51,0.0000,1.0000,944.70,1226.61
2026-07-14T13:16:25,4120,7496,45.42,22.84,27.24,0.0000,1.0000,1106.69,1427.71
2026-07-14T13:16:26,4368,7745,44.40,22.62,26.23,0.0000,1.0000,1458.86,1802.77
2026-07-14T13:16:27,4615,8062,49.06,22.78,26.55,0.0000,1.0000,1709.00,2012.85
2026-07-14T13:16:28,4859,8290,58.87,22.46,26.37,0.0000,1.0000,1987.42,2316.68
2026-07-14T13:16:29,5108,8693,81.47,23.04,27.50,0.0000,1.0000,2322.06,2681.31
2026-07-14T13:16:30,5354,8908,69.68,22.75,26.33,0.0000,1.0000,2497.06,2886.75
2026-07-14T13:16:31,5600,9102,72.31,22.53,26.24,0.0000,1.0000,2847.04,3230.50
2026-07-14T13:16:32,5848,9209,79.03,22.49,26.42,0.0000,1.0000,3156.23,3571.39
2026-07-14T13:16:33,6094,9392,70.58,21.92,25.15,0.0000,1.0000,3607.37,4025.03
2026-07-14T13:16:34,6340,9390,89.54,22.22,25.58,0.0001,1.0000,4158.07,4504.30
2026-07-14T13:16:35,6588,9579,79.21,21.83,25.30,0.0008,1.0000,4643.56,4959.22
2026-07-14T13:16:36,6835,10088,171.81,23.09,27.17,0.0256,1.0000,4872.39,4993.26
2026-07-14T13:16:37,7080,10661,188.26,22.89,27.43,0.0352,1.0000,,
2026-07-14T13:16:38,7328,10969,169.85,23.07,26.91,0.0315,1.0000,,
2026-07-14T13:16:39,7575,11358,174.79,22.67,26.97,0.0325,1.0000,,
2026-07-14T13:16:40,7820,11766,162.21,22.43,26.26,0.0300,1.0000,,
2026-07-14T13:16:41,8068,12053,171.16,23.04,26.95,0.0319,1.0000,,
2026-07-14T13:16:42,8315,12440,170.25,22.86,26.84,0.0316,1.0000,,
2026-07-14T13:16:43,8560,12737,178.25,22.61,26.60,0.0332,1.0000,,
2026-07-14T13:16:44,8808,12941,178.44,22.77,26.81,0.0332,1.0000,,
2026-07-14T13:16:45,9054,13210,166.89,22.53,26.40,0.0310,1.0000,,
2026-07-14T13:16:46,9300,13336,184.72,22.81,26.86,0.0346,1.0000,,
2026-07-14T13:16:47,9548,13734,178.80,22.65,26.97,0.0333,1.0000,,
2026-07-14T13:16:48,9794,14075,209.14,23.23,27.85,0.0394,1.0000,,
2026-07-14T13:16:49,10040,14577,197.72,22.99,27.41,0.0371,1.0000,,
2026-07-14T13:16:50,10288,14870,194.71,23.19,27.06,0.0365,1.0000,,
2026-07-14T13:16:51,10535,15321,208.53,23.21,27.72,0.0393,1.0000,,
2026-07-14T13:16:52,10780,15506,198.25,23.21,27.25,0.0372,1.0000,,
2026-07-14T13:16:53,11028,15653,193.77,22.88,26.96,0.0364,1.0000,,
2026-07-14T13:16:54,11274,16045,201.07,22.98,27.18,0.0378,1.0000,,
2026-07-14T13:16:55,11520,16467,206.73,23.04,27.11,0.0390,1.0000,,
2026-07-14T13:16:56,11768,16762,210.51,23.34,27.39,0.0397,1.0000,,
2026-07-14T13:16:57,12015,17133,212.11,23.11,27.93,0.0400,1.0000,,
2026-07-14T13:16:58,12260,17290,204.43,23.17,26.94,0.0385,1.0000,,
2026-07-14T13:16:59,12508,17856,209.87,23.17,27.42,0.0397,1.0000,,
2026-07-14T13:17:00,12755,18280,225.00,23.72,28.91,0.0426,1.0000,,
2026-07-14T13:17:01,12999,18611,214.51,23.65,28.86,0.0405,1.0000,,
2026-07-14T13:17:02,13248,18745,191.53,23.46,27.36,0.0359,1.0000,,
2026-07-14T13:17:03,13495,19257,215.67,23.86,28.40,0.0407,1.0000,,
2026-07-14T13:17:04,13740,19540,205.22,23.93,28.28,0.0386,1.0000,,
2026-07-14T13:17:05,13988,19810,217.13,24.39,30.18,0.0409,1.0000,,
2026-07-14T13:17:06,14234,20384,223.83,24.59,30.66,0.0423,1.0000,,
2026-07-14T13:17:07,14444,20577,204.67,24.16,28.86,0.0385,1.0000,,
2026-07-14T13:17:08,14597,20804,214.80,24.22,29.21,0.0406,1.0000,,
2026-07-14T13:17:09,14679,20817,219.60,24.08,28.84,0.0416,1.0000,,
2026-07-14T13:17:10,14717,20668,227.71,24.27,30.40,0.0431,1.0000,,
2026-07-14T13:17:11,14725,20406,222.59,24.52,31.37,0.0421,1.0000,,
2026-07-14T13:17:12,14698,20153,231.38,24.38,30.82,0.0439,1.0000,,
2026-07-14T13:17:13,14652,19921,235.60,24.24,31.55,0.0447,1.0000,,
2026-07-14T13:17:14,14605,19733,255.01,24.74,41.06,0.0486,1.0000,,
2026-07-14T13:17:15,14554,19762,269.08,24.93,5000.02,0.0514,1.0000,,
2026-07-14T13:17:16,14487,19751,253.08,24.94,39.33,0.0493,1.0000,,
2026-07-14T13:17:17,14420,19651,263.60,24.78,5000.01,0.0539,1.0000,,
2026-07-14T13:17:18,14343,19702,273.69,24.75,5000.02,0.0557,1.0000,,
2026-07-14T13:17:19,14261,19612,262.18,24.06,5000.00,0.0536,1.0000,,
2026-07-14T13:17:20,14178,19534,252.43,24.08,34.75,0.0524,1.0000,,
2026-07-14T13:17:21,14089,19586,255.84,24.05,39.37,0.0546,1.0000,,
2026-07-14T13:17:22,14012,19598,250.58,24.06,34.08,0.0542,1.0000,,
2026-07-14T13:17:23,13929,19354,248.51,24.05,32.59,0.0536,1.0000,,
2026-07-14T13:17:24,13852,19629,250.44,23.93,32.81,0.0541,1.0000,,
2026-07-14T13:17:25,13764,19432,239.00,23.84,29.58,0.0526,1.0000,,
2026-07-14T13:17:26,13677,19338,236.51,23.81,29.76,0.0511,1.0000,,
2026-07-14T13:17:27,13603,19135,234.46,23.86,29.26,0.0525,1.0000,,
2026-07-14T13:17:28,13514,18912,221.92,23.58,27.95,0.0495,1.0000,,
2026-07-14T13:17:29,13433,18760,234.86,23.62,29.91,0.0531,1.0000,,
2026-07-14T13:17:30,13352,18699,236.49,24.00,30.28,0.0520,1.0000,,
2026-07-14T13:17:31,13270,18790,241.97,24.05,30.49,0.0516,1.0000,,
2026-07-14T13:17:32,13186,18608,229.21,23.76,28.72,0.0497,1.0000,,
2026-07-14T13:17:33,13098,18520,245.66,23.73,30.07,0.0485,1.0000,,
2026-07-14T13:17:34,13019,18294,235.86,23.47,28.73,0.0511,1.0000,,
2026-07-14T13:17:35,12930,18218,229.46,23.43,28.61,0.0504,1.0000,,
2026-07-14T13:17:36,12847,18003,235.72,23.66,29.55,0.0517,1.0000,,
2026-07-14T13:17:37,12766,17748,223.83,23.25,28.26,0.0492,1.0000,,
2026-07-14T13:17:38,12676,17868,255.26,23.34,32.15,0.0545,1.0000,,
2026-07-14T13:17:39,12586,17905,241.60,23.06,28.66,0.0535,1.0000,,
2026-07-14T13:17:40,12503,17690,223.37,23.06,28.00,0.0519,1.0000,,
2026-07-14T13:17:41,12427,17412,239.15,23.46,29.40,0.0521,1.0000,,
2026-07-14T13:17:42,12343,17210,237.11,23.06,28.66,0.0465,1.0000,,
2026-07-14T13:17:43,12265,16723,230.52,22.97,27.95,0.0435,1.0000,,
2026-07-14T13:17:44,12171,16596,231.41,23.16,28.27,0.0450,1.0000,,
2026-07-14T13:17:45,12087,16425,258.45,23.70,37.79,0.0489,1.0000,,
2026-07-14T13:17:46,12014,16279,256.81,23.89,36.76,0.0533,1.0000,,
2026-07-14T13:17:47,11939,16144,272.64,23.95,5000.02,0.0572,1.0000,,
2026-07-14T13:17:48,11847,16327,268.23,23.70,5000.02,0.0614,1.0000,,
2026-07-14T13:17:49,11767,16436,263.69,23.52,5000.01,0.0588,1.0000,,
2026-07-14T13:17:50,11676,16601,261.82,23.54,66.39,0.0584,1.0000,,
2026-07-14T13:17:51,11596,16714,236.01,23.30,28.61,0.0586,1.0000,,
2026-07-14T13:17:52,11512,16697,234.98,23.41,28.66,0.0568,1.0000,,
2026-07-14T13:17:53,11422,16662,218.60,22.92,27.53,0.0555,1.0000,,
2026-07-14T13:17:54,11346,16681,220.22,22.79,27.62,0.0563,1.0000,,
2026-07-14T13:17:55,11253,16548,211.85,22.87,27.08,0.0577,1.0000,,
2026-07-14T13:17:56,11172,16417,207.35,22.84,26.96,0.0559,1.0000,,
2026-07-14T13:17:57,11095,16078,184.64,22.62,26.47,0.0447,1.0000,,
2026-07-14T13:17:58,11008,16090,209.18,22.85,27.09,0.0539,1.0000,,
2026-07-14T13:17:59,10933,15918,213.58,22.95,27.29,0.0504,1.0000,,
2026-07-14T13:18:00,10845,15672,213.58,23.27,27.65,0.0424,1.0000,,
2026-07-14T13:18:01,10768,15009,197.67,23.37,27.34,0.0383,1.0000,,
2026-07-14T13:18:02,10679,14974,245.89,23.86,30.95,0.0499,1.0000,,
2026-07-14T13:18:03,10591,14631,196.95,23.12,27.04,0.0478,1.0000,,
2026-07-14T13:18:04,10515,14473,230.63,23.53,28.84,0.0538,1.0000,,
2026-07-14T13:18:05,10443,14728,259.62,23.81,45.68,0.0636,1.0000,,
2026-07-14T13:18:06,10355,14961,267.12,24.11,5000.02,0.0650,1.0000,,
2026-07-14T13:18:07,10265,15018,247.08,23.74,30.80,0.0623,1.0000,,
2026-07-14T13:18:08,10194,14931,196.62,22.69,26.98,0.0474,1.0000,,
2026-07-14T13:18:09,10118,14842,223.33,22.95,27.81,0.0515,1.0000,,
2026-07-14T13:18:10,10042,14561,208.33,22.92,27.70,0.0518,1.0000,,
2026-07-14T13:18:11,9982,14171,209.15,23.01,27.35,0.0425,1.0000,,
2026-07-14T13:18:12,9927,13850,205.84,22.89,27.68,0.0430,1.0000,,
2026-07-14T13:18:13,9878,13811,228.09,23.36,28.41,0.0531,1.0000,,
2026-07-14T13:18:14,9817,13797,229.99,23.24,28.30,0.0570,1.0000,,
2026-07-14T13:18:15,9764,13815,211.77,23.15,27.68,0.0554,1.0000,,
2026-07-14T13:18:16,9711,14004,259.43,24.17,44.27,0.0662,1.0000,,
2026-07-14T13:18:17,9662,14211,246.81,23.71,31.17,0.0638,1.0000,,
2026-07-14T13:18:18,9615,14275,208.77,22.98,28.07,0.0549,1.0000,,
2026-07-14T13:18:19,9560,14348,200.59,22.91,27.39,0.0567,1.0000,,
2026-07-14T13:18:20,9515,14232,199.47,22.95,27.41,0.0547,1.0000,,
2026-07-14T13:18:21,9461,14371,186.47,22.81,26.60,0.0555,1.0000,,
2026-07-14T13:18:22,9409,14218,183.29,22.30,26.37,0.0558,1.0000,,
2026-07-14T13:18:23,9358,14297,177.87,22.34,26.43,0.0574,1.0000,,
2026-07-14T13:18:24,9305,14353,181.69,22.12,26.31,0.0621,1.0000,,
2026-07-14T13:18:25,9255,14496,179.44,22.38,26.30,0.0599,1.0000,,
2026-07-14T13:18:26,9202,14780,172.61,22.22,26.12,0.0605,1.0000,,
2026-07-14T13:18:27,9153,14948,210.47,23.63,925.95,0.0688,1.0000,,
2026-07-14T13:18:28,9099,14313,112.88,21.47,24.80,0.0305,1.0000,,
2026-07-14T13:18:29,9054,13439,120.32,21.77,25.01,0.0281,1.0000,,
2026-07-14T13:18:30,9016,12822,110.10,21.91,25.31,0.0282,1.0000,,
2026-07-14T13:18:31,8969,12268,129.06,22.14,25.50,0.0328,1.0000,,
2026-07-14T13:18:32,8919,12417,229.76,23.38,28.76,0.0511,1.0000,,
2026-07-14T13:18:33,8871,12631,248.89,23.56,30.73,0.0590,1.0000,,
2026-07-14T13:18:34,8815,12618,263.17,23.48,5000.01,0.0592,1.0000,,
2026-07-14T13:18:35,8762,12626,226.46,23.10,28.25,0.0566,1.0000,,
2026-07-14T13:18:36,8709,12614,210.76,23.00,27.21,0.0530,1.0000,,
2026-07-14T13:18:37,8656,12523,217.71,22.96,27.86,0.0575,1.0000,,
2026-07-14T13:18:38,8610,12572,210.94,22.60,27.43,0.0497,1.0000,,
2026-07-14T13:18:39,8559,12524,212.89,22.95,27.32,0.0519,1.0000,,
2026-07-14T13:18:40,8513,12300,214.60,22.79,27.35,0.0497,1.0000,,
2026-07-14T13:18:41,8463,12302,204.81,22.71,27.01,0.0542,1.0000,,
2026-07-14T13:18:42,8418,12198,197.07,22.95,26.83,0.0528,1.0000,,
2026-07-14T13:18:43,8362,12274,204.05,22.75,26.82,0.0554,1.0000,,
2026-07-14T13:18:44,8308,12221,215.72,22.49,26.96,0.0592,1.0000,,
2026-07-14T13:18:45,8260,12390,220.71,22.84,27.80,0.0591,1.0000,,
2026-07-14T13:18:46,8210,12251,195.94,22.96,27.22,0.0508,1.0000,,
2026-07-14T13:18:47,8167,12160,188.16,22.47,26.64,0.0526,1.0000,,
2026-07-14T13:18:48,8112,12176,194.47,22.50,26.50,0.0579,1.0000,,
2026-07-14T13:18:49,8060,12139,183.99,22.20,26.45,0.0549,1.0000,,
2026-07-14T13:18:50,8011,12080,187.05,22.63,26.59,0.0575,1.0000,,
2026-07-14T13:18:51,7961,11978,193.43,22.66,26.56,0.0544,1.0000,,
2026-07-14T13:18:52,7903,12035,185.45,22.26,26.31,0.0531,1.0000,,
2026-07-14T13:18:53,7852,11788,170.24,22.35,26.27,0.0444,1.0000,,
2026-07-14T13:18:54,7805,11659,176.92,21.87,26.12,0.0509,1.0000,,
2026-07-14T13:18:55,7754,11458,190.78,22.42,26.79,0.0504,1.0000,,
2026-07-14T13:18:56,7699,11381,187.68,22.88,27.11,0.0527,1.0000,,
2026-07-14T13:18:57,7655,11111,181.21,22.82,26.72,0.0470,1.0000,,
2026-07-14T13:18:58,7614,11196,206.18,23.05,27.42,0.0558,1.0000,,
2026-07-14T13:18:59,7564,11049,190.21,22.71,27.12,0.0554,1.0000,,
2026-07-14T13:19:00,7510,11226,215.53,23.27,27.62,0.0597,1.0000,,
2026-07-14T13:19:01,7461,11211,196.67,22.94,27.26,0.0580,1.0000,,
2026-07-14T13:19:02,7399,11307,206.88,22.61,27.70,0.0618,1.0000,,
2026-07-14T13:19:03,7350,11427,180.86,22.40,26.51,0.0605,1.0000,,
