timestamp,total_vus_all_runners,request_count,avg_duration_ms,p90_duration_ms,p95_duration_ms,req_failed_rate,cache_hit_rate,db_response_avg_ms,db_response_p95_ms
2026-07-18T03:48:16,1,2,730.48,737.10,737.93,0.0000,,730.48,737.93
2026-07-18T03:48:17,5,6,568.37,735.25,736.08,0.0000,,568.37,736.08
2026-07-18T03:48:18,6,4,394.12,515.63,516.66,0.0000,,394.12,516.66
2026-07-18T03:48:19,9,17,455.70,716.13,725.16,0.0000,1.0000,468.30,725.98
2026-07-18T03:48:20,18,21,332.23,587.94,661.78,0.0000,1.0000,334.88,610.09
2026-07-18T03:48:21,24,27,432.34,721.38,724.89,0.0000,1.0000,458.57,725.00
2026-07-18T03:48:22,28,34,345.72,688.62,697.16,0.0000,1.0000,390.26,705.17
2026-07-18T03:48:23,38,49,336.05,679.02,700.45,0.0000,1.0000,390.08,718.34
2026-07-18T03:48:24,44,50,302.70,575.40,649.76,0.0000,1.0000,330.16,652.00
2026-07-18T03:48:25,47,55,280.02,474.36,652.03,0.0000,1.0000,274.57,615.32
2026-07-18T03:48:26,54,75,286.93,538.05,671.67,0.0000,1.0000,344.44,706.11
2026-07-18T03:48:27,63,83,275.10,291.35,644.07,0.0000,1.0000,274.24,505.53
2026-07-18T03:48:28,65,80,258.58,290.26,333.32,0.0000,1.0000,271.93,485.52
2026-07-18T03:48:29,69,96,252.53,295.56,318.94,0.0000,1.0000,267.56,331.02
2026-07-18T03:48:30,78,105,248.51,270.07,284.81,0.0000,1.0000,238.76,274.39
2026-07-18T03:48:31,84,113,268.94,273.49,680.07,0.0000,1.0000,289.89,673.73
2026-07-18T03:48:32,88,116,256.41,269.49,505.03,0.0000,1.0000,254.25,436.59
2026-07-18T03:48:33,98,137,247.12,270.94,290.32,0.0000,1.0000,256.53,291.06
2026-07-18T03:48:34,104,137,264.53,271.91,648.34,0.0000,1.0000,266.59,546.79
2026-07-18T03:48:35,107,148,244.21,266.58,282.26,0.0000,1.0000,260.71,294.75
2026-07-18T03:48:36,114,153,245.10,262.23,269.73,0.0000,1.0000,246.38,270.24
2026-07-18T03:48:37,123,164,243.86,263.04,270.94,0.0000,1.0000,249.94,341.16
2026-07-18T03:48:38,125,178,231.64,259.41,268.56,0.0000,1.0000,230.21,267.76
2026-07-18T03:48:39,129,176,238.44,264.92,270.68,0.0000,1.0000,248.18,271.45
2026-07-18T03:48:40,138,184,236.98,261.90,274.66,0.0000,1.0000,233.60,269.65
2026-07-18T03:48:41,144,203,239.50,264.90,270.24,0.0000,1.0000,244.64,275.26
2026-07-18T03:48:42,148,195,232.68,258.59,262.18,0.0000,1.0000,241.20,263.57
2026-07-18T03:48:43,158,220,229.49,259.84,263.34,0.0000,1.0000,233.34,266.31
2026-07-18T03:48:44,164,231,234.39,260.34,264.51,0.0000,1.0000,237.92,268.47
2026-07-18T03:48:45,167,216,228.17,257.64,261.82,0.0000,1.0000,229.00,260.53
2026-07-18T03:48:46,184,250,232.05,261.04,264.48,0.0000,1.0000,228.28,264.72
2026-07-18T03:48:47,242,327,244.06,263.18,269.28,0.0000,1.0000,245.12,269.83
2026-07-18T03:48:48,316,445,251.88,261.93,270.46,0.0000,1.0000,243.70,268.65
2026-07-18T03:48:49,413,600,242.32,260.96,267.09,0.0000,1.0000,245.79,267.69
2026-07-18T03:48:50,564,832,234.21,258.68,263.62,0.0000,1.0000,233.02,263.76
2026-07-18T03:48:51,780,1146,235.58,257.86,264.31,0.0000,1.0000,234.46,263.59
2026-07-18T03:48:52,1013,1426,230.08,257.46,260.82,0.0000,1.0000,228.16,261.46
2026-07-18T03:48:53,1258,1784,229.45,256.97,259.76,0.0000,1.0000,227.27,260.31
2026-07-18T03:48:54,1505,2141,228.96,256.70,259.67,0.0000,1.0000,228.96,261.60
2026-07-18T03:48:55,1752,2449,228.67,256.74,259.77,0.0000,1.0000,231.90,260.61
2026-07-18T03:48:56,1997,2827,228.74,257.55,260.78,0.0000,1.0000,230.00,262.21
2026-07-18T03:48:57,2245,3112,229.83,258.54,262.10,0.0000,1.0000,233.53,264.25
2026-07-18T03:48:58,2492,3527,229.46,259.05,263.73,0.0000,1.0000,235.04,264.62
2026-07-18T03:48:59,2737,3805,232.55,262.00,267.74,0.0000,1.0000,238.01,272.28
2026-07-18T03:49:00,2985,4105,232.92,263.33,269.27,0.0000,1.0000,233.74,270.85
2026-07-18T03:49:01,3232,4488,236.56,269.33,275.99,0.0000,1.0000,243.42,283.21
2026-07-18T03:49:02,3478,4798,245.33,289.00,302.65,0.0000,1.0000,251.22,308.83
2026-07-18T03:49:03,3725,4906,243.07,280.13,292.06,0.0000,1.0000,246.50,303.87
2026-07-18T03:49:04,3972,4543,261.72,311.47,335.69,0.0000,1.0000,267.12,363.13
2026-07-18T03:49:05,4218,5143,416.56,607.42,684.00,0.0000,1.0000,448.96,734.06
2026-07-18T03:49:06,4465,4328,435.67,655.08,782.45,0.0000,1.0000,433.10,807.55
2026-07-18T03:49:07,4712,5543,358.47,520.28,670.14,0.0000,1.0000,388.00,666.57
2026-07-18T03:49:08,4957,3398,772.19,1021.70,1146.93,0.0000,1.0000,769.75,1195.00
2026-07-18T03:49:09,5205,5661,461.84,876.70,1197.00,0.0000,1.0000,550.56,1306.68
2026-07-18T03:49:10,5452,4408,710.20,986.62,1127.18,0.0000,1.0000,744.66,1130.05
2026-07-18T03:49:11,5698,5505,491.73,924.79,1207.70,0.0000,1.0000,550.37,1240.75
2026-07-18T03:49:12,5945,4756,697.61,951.71,1048.91,0.0000,1.0000,686.12,1051.91
2026-07-18T03:49:13,6192,4077,805.37,1417.04,1561.36,0.0000,1.0000,797.94,1524.72
2026-07-18T03:49:14,6437,6290,737.75,1246.91,1390.71,0.0000,1.0000,775.63,1401.93
2026-07-18T03:49:15,6685,3638,745.35,1175.17,1276.87,0.0000,1.0000,721.97,1269.17
2026-07-18T03:49:16,6932,4932,1000.19,1651.18,1764.99,0.0000,1.0000,1026.89,1761.25
2026-07-18T03:49:17,7178,4949,883.70,1615.16,1964.25,0.0000,1.0000,997.13,2151.31
2026-07-18T03:49:18,7425,5172,933.05,1589.28,2113.63,0.0000,1.0000,978.80,2104.66
2026-07-18T03:49:19,7672,6147,896.97,1624.85,1787.39,0.0000,1.0000,973.36,2162.42
2026-07-18T03:49:20,7917,5220,837.44,1397.93,1644.05,0.0000,1.0000,765.36,1567.38
2026-07-18T03:49:21,8165,5211,929.27,1512.24,1682.40,0.0000,1.0000,945.40,1630.70
2026-07-18T03:49:22,8412,5238,1078.39,1708.02,2004.09,0.0000,1.0000,1049.62,1836.90
2026-07-18T03:49:23,8658,5240,1059.00,1764.41,2337.83,0.0000,1.0000,1082.32,2304.70
2026-07-18T03:49:24,8905,4652,1072.53,2123.33,2323.96,0.0000,1.0000,1046.20,2303.01
2026-07-18T03:49:25,9152,5167,917.23,1937.39,2455.88,0.0000,1.0000,973.82,2570.15
2026-07-18T03:49:26,9397,3738,1754.84,3176.14,3657.54,0.0000,1.0000,1711.90,3668.45
2026-07-18T03:49:27,9645,4431,1555.45,3040.36,3278.41,0.0000,1.0000,1647.52,3302.04
