timestamp,total_vus_all_runners,request_count,avg_duration_ms,p90_duration_ms,p95_duration_ms,req_failed_rate,cache_hit_rate,db_response_avg_ms,db_response_p95_ms
2026-07-14T11:32:10,0,1,16.55,16.55,16.55,0.0000,1.0000,,
2026-07-14T11:32:12,18,30,428.73,858.40,1132.03,0.0000,1.0000,463.82,1203.78
2026-07-14T11:32:13,42,59,233.74,328.30,338.21,0.0000,1.0000,291.04,353.46
2026-07-14T11:32:14,70,105,205.35,307.57,318.24,0.0000,1.0000,279.80,323.19
2026-07-14T11:32:15,99,142,184.89,302.60,314.29,0.0000,1.0000,274.26,325.47
2026-07-14T11:32:16,135,197,172.04,302.02,312.78,0.0000,1.0000,271.82,321.36
2026-07-14T11:32:17,173,274,161.79,299.17,315.52,0.0000,1.0000,280.45,341.06
2026-07-14T11:32:18,223,358,142.42,288.90,309.13,0.0000,1.0000,275.42,335.77
2026-07-14T11:32:19,275,447,128.31,286.86,301.64,0.0000,1.0000,285.08,343.76
2026-07-14T11:32:20,329,546,145.52,317.71,364.96,0.0018,1.0000,308.59,397.43
2026-07-14T11:32:21,386,636,122.64,287.22,318.33,0.0000,1.0000,312.20,696.85
2026-07-14T11:32:22,444,757,109.03,289.56,332.10,0.0000,1.0000,304.97,390.92
2026-07-14T11:32:23,504,866,108.64,283.56,305.31,0.0000,1.0000,305.96,707.16
2026-07-14T11:32:24,564,983,99.78,292.36,324.87,0.0000,1.0000,314.21,545.94
2026-07-14T11:32:25,624,1111,84.43,267.67,300.07,0.0000,1.0000,298.86,467.05
2026-07-14T11:32:26,681,1172,85.86,276.06,314.64,0.0000,1.0000,306.48,516.99
2026-07-14T11:32:27,732,1142,69.24,240.58,287.16,0.0009,1.0000,303.56,540.58
2026-07-14T11:32:28,777,918,131.86,236.06,1263.59,0.0000,1.0000,1371.10,1613.02
2026-07-14T11:32:29,814,934,258.98,1400.96,1627.12,0.0000,1.0000,1536.26,2016.58
2026-07-14T11:32:30,853,812,148.74,212.12,1471.71,0.0000,1.0000,2088.98,2637.32
2026-07-14T11:32:31,884,931,547.89,2441.32,2770.72,0.0000,1.0000,2261.41,3376.07
2026-07-14T11:32:32,918,1205,531.83,2330.17,3160.43,0.0000,1.0000,2330.79,3848.43
2026-07-14T11:32:33,946,1173,285.23,1369.12,1957.86,0.0000,1.0000,1852.16,3322.68
2026-07-14T11:32:34,978,1348,347.74,1520.65,1958.42,0.0000,1.0000,1590.35,2663.44
2026-07-14T11:32:35,1006,1547,228.26,1035.27,1247.39,0.0000,1.0000,1096.61,1777.17
2026-07-14T11:32:36,1038,1765,121.04,527.24,658.00,0.0000,1.0000,606.07,931.63
2026-07-14T11:32:37,1066,1758,96.29,447.23,525.95,0.0000,1.0000,495.53,653.01
2026-07-14T11:32:38,1098,1792,95.48,447.86,566.13,0.0000,1.0000,568.88,759.73
2026-07-14T11:32:39,1126,1866,112.56,554.57,668.63,0.0000,1.0000,640.84,843.91
2026-07-14T11:32:40,1158,1807,107.36,512.63,738.28,0.0000,1.0000,726.16,1006.99
2026-07-14T11:32:41,1186,1756,115.72,256.37,890.47,0.0000,1.0000,917.04,1267.73
2026-07-14T11:32:42,1218,1679,175.84,968.79,1295.80,0.0000,1.0000,1285.97,1832.56
2026-07-14T11:32:43,1246,1808,231.86,1173.57,1452.81,0.0000,1.0000,1300.45,1973.53
2026-07-14T11:32:44,1278,1941,190.44,922.53,1253.95,0.0000,1.0000,1272.00,2160.14
2026-07-14T11:32:45,1306,2267,152.30,649.20,799.80,0.0000,1.0000,713.24,1245.77
2026-07-14T11:32:46,1332,2292,75.08,322.68,413.13,0.0000,1.0000,398.82,514.28
2026-07-14T11:32:47,1343,2335,89.43,388.72,502.43,0.0000,1.0000,484.19,675.96
2026-07-14T11:32:48,1343,2358,66.72,271.66,346.21,0.0000,1.0000,332.60,445.44
2026-07-14T11:32:49,1321,2374,67.12,282.90,364.03,0.0000,1.0000,351.08,461.25
2026-07-14T11:32:50,1293,2313,61.64,255.27,333.53,0.0000,1.0000,331.43,428.77
2026-07-14T11:32:51,1261,2166,68.59,284.12,350.63,0.0000,1.0000,333.83,434.96
2026-07-14T11:32:52,1221,2147,70.55,299.28,369.38,0.0000,1.0000,371.41,559.77
2026-07-14T11:32:53,1174,2063,62.82,267.11,332.51,0.0000,1.0000,321.75,413.69
2026-07-14T11:32:54,1128,1986,71.72,286.45,348.20,0.0000,1.0000,332.66,447.32
2026-07-14T11:32:55,1081,1912,64.66,271.25,326.40,0.0000,1.0000,313.02,399.52
2026-07-14T11:32:56,1034,1867,59.53,250.70,309.36,0.0000,1.0000,302.79,384.37
2026-07-14T11:32:57,991,1727,61.79,269.79,330.62,0.0000,1.0000,327.15,441.48
2026-07-14T11:32:58,944,1625,63.60,278.67,336.47,0.0000,1.0000,325.64,415.63
2026-07-14T11:32:59,900,1584,70.40,292.66,353.92,0.0000,1.0000,332.57,433.23
2026-07-14T11:33:00,846,1543,57.12,241.13,288.65,0.0000,1.0000,282.52,372.99
2026-07-14T11:33:01,794,1397,56.27,241.10,282.52,0.0000,1.0000,283.75,364.27
2026-07-14T11:33:02,753,1334,55.99,241.90,302.29,0.0000,1.0000,295.87,379.80
2026-07-14T11:33:03,709,1256,61.62,257.23,320.60,0.0000,1.0000,315.32,410.88
2026-07-14T11:33:04,662,1193,63.11,250.59,355.18,0.0000,1.0000,350.29,486.07
2026-07-14T11:33:05,616,1101,65.12,265.71,324.98,0.0000,1.0000,304.39,401.53
2026-07-14T11:33:06,566,1061,49.79,225.17,261.11,0.0000,1.0000,253.87,302.45
2026-07-14T11:33:07,519,920,53.56,237.80,270.23,0.0000,1.0000,266.17,333.16
2026-07-14T11:33:08,472,856,45.11,210.26,258.38,0.0000,1.0000,258.22,313.56
2026-07-14T11:33:09,427,773,62.02,247.23,284.71,0.0000,1.0000,276.81,401.04
2026-07-14T11:33:10,377,666,55.89,233.08,262.46,0.0000,1.0000,246.62,286.64
2026-07-14T11:33:11,337,591,50.80,228.58,263.46,0.0000,1.0000,242.98,280.49
2026-07-14T11:33:12,289,530,51.22,212.86,248.67,0.0000,1.0000,240.71,282.18
2026-07-14T11:33:13,239,408,46.72,207.04,256.63,0.0000,1.0000,244.49,280.72
2026-07-14T11:33:14,191,340,53.66,218.70,248.27,0.0000,1.0000,238.07,283.40
2026-07-14T11:33:15,147,249,56.75,217.52,249.58,0.0000,1.0000,239.43,284.89
2026-07-14T11:33:16,104,189,54.70,224.25,259.39,0.0000,1.0000,235.95,274.92
2026-07-14T11:33:17,64,114,46.57,217.36,256.02,0.0000,1.0000,267.43,294.67
2026-07-14T11:33:18,41,65,56.99,240.95,256.63,0.0000,1.0000,241.12,265.64
2026-07-14T11:33:19,25,43,63.39,233.92,247.40,0.0000,1.0000,244.00,274.49
2026-07-14T11:33:20,13,20,44.35,179.55,238.30,0.0000,1.0000,242.96,242.96
2026-07-14T11:33:21,5,5,107.68,250.87,254.27,0.0000,1.0000,240.66,240.66
2026-07-14T11:33:22,1,1,252.77,252.77,252.77,0.0000,,252.77,252.77
